topic;post
Edukacja; Cześć, mam do Was w sumie małą prośbę/pytanie. Pomoglibyście mi zdefiniować cele jakie miałbym spełnić w pracy inżynierskiej. Rozmawiałem z moim przyszłym promotorem na temat pracy pt. (mniej więcej) Wykorzystanie API Gateways w architekturze mikroserwisów. Promotor akurat wyraził zainteresowanie tym tematem ale narzucił bym wypisał mu głowne cele do zrealizowania w tej pracy oraz w jaki sposób można to wykorzystać. Czy mógłbym Was poprosić o Wasz komentarz, w jaki sposób Wy byście zabrali się do tego? Jakie cele pracy byście wyznaczyli, co byście chcieli pokazać, osiągnąć lub jaki problem rozwiązać z tym tematem?  Wszystkie komentarze i opinie mile widziane :D 
Edukacja; Hej.  Mam problem. Jak chcę się czegoś nauczyć, napalam się, tworzę tygodniowy plan, staram się, by był ambitny. Następnie uczę się przez 2 dni po kilka godzin i trzeciego dnia już mi się całkiem odechciewa / nachodzi mnie chęć nauki innej technologii lub wgl czegoś innego.  No i okej, trzeba wyciągać wnioski, na tym polega rozwój. Chcę Was zapytać o opinię, bo samemu na sobie czasem jest ciężko o tą poprawną konkluzję. Mam dwie idee:  To wcale nie jest dla mnie, bo w pracy siedzi się po x h przez kilkadziesiąt dni w miesiącu i należy się douczać pewnie nierzadko jeszcze po godzinach Za duże ciśnienie i chęć zbyt szybkiego ogarnięcia czegoś a dodatkowo za mało / za słabo przemyślane inne zajęcia - niekoniecznie związane z komputerem  Jak rozstrzygnąć co jest nie tak? 
Edukacja; Hej, od niedawna zacząłem uczyć się programować - na początek wybrałem kurs c++, który już skończyłem oraz zacząłem c++ obiektowy. Rozmawiając z kilkoma znajomymi - programistami doradzili mi by potem przejść na java script oraz css. Do Was mam zaś inne pytanie.. jak wygląda sprawa przyjmowania takich adeptów do pracy, czy jest możliwe by przyjęto mnie do pracy (w niewielkim mieście) kiedy moje wykształcenie średnie jak i wyższe nie jest związane z informatyką? Czy jest według Was możliwość, by przyjąć do pracy jako junior developer człowieka który zwyczajnie robił kur*** kursy internetowe nie mając styczności z programowaniem wcześniej? Niestety mój zapał słabnie z każdym dniem w obawie że zwyczajnie tracę czas na naukę. Dzięki za odpowiedź. Pozdrówka 
Edukacja; czy na UJ TCS rzeczywiście jest taki wysoki poziom? rozważam pójście na TCS ale boję się że sobie nie poradzę, bo nie jestem olimpijczykiem czego najlepiej pouczyć się przed studiami żeby dawać sobie radę? 
Edukacja; Korzystam z MariaDB. Czy ktoś z was poleciłby jakąś literaturę na temat pisania w SQL-u funkcji, procedur, pętli i wszystkich innych rzeczy za pomocą których można wycisnąć jak najwięcej ?  bla 
Edukacja; 2 pytania o .net core   Możecie polecić jakąś książkę, kurs wideo itp w tym temacie?   Czy warto na początek sięgnąć do materiałów o asp.net? Jest ich zdecydowanie więcej :)   Nauka pod kątem pisania stron/aplikacji o webowych. 
Edukacja; Cześć, za kilka miesięcy planuję kontynuację studiów na kierunku Informatyka. Kończyłem studia I stopnia poza Warszawą i planuję podjąć studia na PW albo PJATK w trybie niestacjonarnym. Czy ktoś przechodził przez rozmowę rekrutacyjną/egzamin wstępny? Nie mogłem doszukać się pytań rekrutacyjnych. Ktoś może jakieś informacje na ten temat podrzucić? Z góry dzięki!  Na co dzień programista, bloger, przedsiębiorca.   https://mateuszrus.pl 
Edukacja; Cześć, mam prośbę. W tym roku wybieram się na studia po kierunku mat-geo-ang i prawdopodobnie będzie to informatyka. Tutaj moje pytanie, czym się różni informatyka zwykła od stosowanej i jak wygląda informatyka na AGHu i na UEKu. Co bardziej polecacie. Czy na jakiejś z tych uczelni są jakieś przedmioty techniczne, które by wymagały jakiegoś rysowania, bądź pisania, bo mam brzydki charakter pisma xD 
Edukacja; Mi osobiście czas w pracy wystarcza na dokształcanie (w ramach wykorzystywanych technologii). Natomiast jak coś mnie zaciekawi lub mam jakiś pomysł to zdarzy mi się coś po pracy pogrzebać. Jak to wygląda u was? 
Edukacja;  ElenX license This license is to protect group ElenX and allow stable growth of its software and members' skills.The software is owned by group ElenX and is open source. You can use this software if and only if You are an active member of group ElenX. Everyone may join group ElenX by invitation from [email protected] or any mentor. In case of dispute, [email protected] decides (especially if someone is an active member or not). You are prohibited from making money using this software unless You have written permission from [email protected] to do so. By contributing to this software or project or repository, You are granting unrevokable permission for group ElenX to whatever You have created - especially to upgrade it and allow others to continue unrestricted development in the future. If You have any sugestions to improve this license, please send an email to [email protected].  Natknąłem się na taką licencję. Co o tym myślicie? Czy to według Was jest zgodne z https://opensource.org/osd-annotated ? Widzicie jakieś haczyki? 
Edukacja; Hej, Mam projekt do zrobienia na studia - portal społecznościowy do nauki angielskiego, ale zastanawiam się jakie funkcjonalności mógłby taki portal dostarczyć, prosiłbym o jakieś luźne propozycje :) wiadomo, możliwość dodawania znajomych, swój profil avatar itd, ale brakuje mi pomysłu na jakąś główną funkcjonalność takie portalu, tak by ludzie mogli jakoś wzajemnie coś robić. 
Edukacja; jakie są najlepsze języki do backendu? na razie uczę się node.js i express i wydaje mi sie spoko, ale na razie tylko proste CRUDy pisałem, ludzie piszą że javascript to koszmar, więc? 
Edukacja; Cześć. Ponieważ mój wpis z mikrobloga zostań usunięty, załączam treść zapytania i otwieram wątek tutaj. Kierunek studiów już prawie pewny - Informatyka. Pytanie teraz o uczelnię w Krakowie taką niepubliczną, niestacjonarnie. I teraz albo WSZiB i tam w programie jest m.in. Java, a wśród specjalizacji po prostu programowanie obiektowe. Albo taki WSEI i mogę wybrać sobie specjalizację np. frontend Podstawy Javy i Javascripta znam i oba języki na poziomie podstawowym kodzi mi się dobrze (lubię to), ale nie wiem jak będzie przy zaawansowanych projektach. Jak trudna od strony matematycznej jest Java? Różnica w cenie jest niewielka. Semestr na WSZiB kosztuje 2900 zł, a na WSEI 3000. Doświadczeni koledzy - halp plx! 
Edukacja; Dzień Dobry! Mam tu do wszystkich zgromadzonych pytanie odnośnie ciekawych pomysłów, inspiracji i zadań pod kątem kodowania i programowania dla uczniów klas 1-3, bardzo mi zależy na tym żeby wprowadzić do naszego programu w szkole jak najciekawsze treści związane z wyżej wymienionymi tematami.  Częścią z pomysłów dzielę się również na moim blogu: https://www.krzysztofkasperek.pl/ 
Edukacja; Witajcie Kiedyś sobie postawiłem taki cel, żeby programować takie rzeczy jak: https://www.youtube.com/channel/UCC7qpnId5RIQruKDJOt2exw. Jak myślicie czy dążenie to takich celów ma sens ? Czy można to samo stworzyć za pomocą unity ? Czy może znajdzie się jakaś osoba, która ma już doświadczenie właśnie w takim programowania jak w linku i się wypowie w tym temacie ? Zastanawiam się także na jakim poziomie trzeba umieć programować, żeby się dostać do firmy zajmującej się programowaniem gier ? (Co trzeba umieć ? Jak wygląda rozmowa kwalifikacyjna, czy dają jakiś programik do napisania ? Czy dobre portfolio wystarczy, żeby móc dostać wakat ?, Czy proces rekrutacyjny bardzo może się różnic od tego podanego w ogłoszeniu ?). Pozdrawiam Ps.  Co do drugiej części postu to chciałbym, żeby wypowiedziały się osoby, które już na takich spotkaniach były.  Nieoszlifowany diament 
Edukacja; Hej, razem ze znajomym tworzę kurs Angulara. Chcemy pomóc tym, którzy potrzebują zapoznać się z praktycznymi technikami w pracy z Angularem lub chcą być bardziej efektywni w obecnej pracy. Chcemy również pomóc tym, którzy dopiero szukają pracy jako programista / programistka Angulara. Stawiamy na praktykę i własne doświadczenie. Pracujemy z Angularem od samego początku jego powstania. W pracy czynnie bierzemy udział w procesie rekrutacji i weryfikacji technicznej kandydatów na każdym poziomie zaawansowania. Z doświadczenia wiemy jakie problemy mają ludzie ze zrozumieniem tego frameworku i jaka wiedza rzeczywiście jest istotna, aby być skutecznym w pracy z Angularem. Pytanie do Was: czego według Was brakuje w kursach, które już istnieją? Co chcielibyście dostać więcej w takim kursie? Czy widzicie wartość w takich dodatkach jak opieka mentora, wspólne code review projektów, pomoc w przygotowaniu się do rozmowy rekrutacyjnej? 
Edukacja; Gdzie w Warszawie najlepiej studiowac informatyke? Na jedna z tych uczelni, czy lepiej zamiast tego wybrac kurs koderski? 
Edukacja; Mam do AWS podpietą przeterminowaną karte platnicza, dostaje od nich wiadomosci, ze zablokuja mi konto jesli nie uaktualnie. Jezeli to zrobia, to czy bede miala mozliwosc zalozenia nowego konta na ta sama karte (tylko juz aktualna)? Czy w takim wypadku upiecze mi sie, to znaczy nie bede musiala placic 40$ jakie mi naliczyli, a jakiej to zaplaty nie moga mi obecnie pobrac z konta? 
Edukacja; Zagadnienia dość nie codzienne, ale szukam literatury wartej do przeczytania na temat kryptografii kwantowej i informatyki kwantowej, możecie coś polecić? Miło by było jeśli ktoś by dodatkowo podał literaturę która ładnie to uzupełni. Z góry dziękuję :) 
Edukacja; Cześć, rozglądam się powoli za studiami. Ponieważ Kraków jest dosyć popularnym miejscem studiów, to konkurencja jest tutaj duża. O dostaniu się i utrzymaniu na AGH nawet nie marzę ze względu na to, że z matematyki jestem raczej przeciętnym trójkowiczem niż orłem. Przeglądałem też syllabusy i opinie studentów o krakowskich uczelniach i celuję bardziej w WSZiB. Ciężko się dostać? Ciężko się utrzymać? Jak z poziomem nauczania? Czy po tej uczelni dostaje się dyplom inżyniera, czy licencjata? W informatyce nie jestem zielony, studia to dla mnie jedynie dodatek, więc zależy mi bardziej na tym, żeby uczelnia nie dokładała mi dodatkowej pracy w postaci rycia na pamięć książki telefonicznej. 
Edukacja; Tak, wiem, że ten temat był już często wałkowany, ale w końcu przyszedł czas i na mnie i po prostu chciałbym, żeby ktoś zweryfikował te które mam na teraz. Będzie od tych najciekawszych do tych najnudniejszych :D   Optymalizacji sieci neuronowych za pomocą algorytmu neuroewolucji powiększających się topologii. Rozwiązanie problemu/Optymalizacja rozwiązania problemu podjęcia decyzji w sytuacji niepewności. (Implementacja Bayesa np. do rozwiązania problemu wielorękiego bandyty) Na razie bliżej nieokreślony temat z Algorytmiczną Teorią Gier (Może stworzenie jakiejś prostej gry i opisanie jej od strony algorytmicznej? Albo opisanie czegoś co już istnieje? Jeżeli tutaj by ktoś miał jakąś poradę w który kierunek uderzać to dawać :D) Implementacja serwisu REST w ASP.NET Core w architekturze mikroserwisowej, z użyciem Domain Driven Design, CQRS Pattern i innych wzorców projektowych. (to robię standardowo w robocie, więc to raczej jak już całą resztę tematów by mi odrzucili)  I jak to wygląda? 
Edukacja; Siemanko, Nowy na forum, także witam wszystkich bardzo serdecznie a w tym wyjątkowym okresie życzę przede wszystkim dużo zdrowia i jak najmniej problemów w pracy. A więc tak:  Od początku nowego roku akademickiego, będę zaczynać informatykę od pierwszego semestru. W związku z tym, że mam w tej chwili (jak również będę w najbliższych tygodniach) spore nadwyżki czasu wolnego, chciałbym już we własnym zakresie podjąć naukę, tak aby sprawniej ogarniać temat na uczelni. Wiem, że w necie jest pełno książęk i różnych źródeł, ale zależy mi na tym, aby uzyskać info na temat literatury (papierowej i elektronicznej) która pomoże mi w rozpoczęciu nauki pod poniższe przedmioty: Algebra 1 Analiza matematyczna 1 Budowa i analiza algorytmów Oprogramowanie użytkowe 1 Podstawy układów logicznych Przysposobienie sieciowe (tutaj akurat nie wiem dokładnie z czego niniejszy przedmiot miałby się w ogóle składać...) Jednocześnie, jeżeli jest taka opcja, uprzejmie proszę aby osoby które zamierzają się wypowiedzieć, miały doświadczenie z tematem (byli studenci, obecni studenci itd. - tym sposobem unikniemy spamowania topicu. Z góry dzięki 
Edukacja; Cześć wszystkim :) Od kilku miesięcy pracuję jako deweloper testów automatycznych. Programuję w Pythonie, jestem samoukiem, po technikum na profilu elektrycznym, mam dwadzieścia parę lat. Los tak chciał, że jestem tu gdzie teraz jestem :) Nigdy nie planowałem tego - stąd nigdy nie ciągnęło mnie do nauki teorii. Do programowania podchodziłem wyłącznie od strony praktycznej. Teraz zauważam, że brakuję mi tej wiedzy. Nie, że jest mi ona niezbędna w tym momencie, jednak chciałbym się wciąż rozwijać. Wiadomo, jakaś teoria tam jest w stopniu podstawowym - jak działa komputer, sieci komputerowe, paradygmaty programowania - tego typu rzeczy. Wybierać się na studia nie zamierzam, stąd moje pytanie. Czy możecie mi polecić jakieś książki/podręczniki warte uwagi? Być może takie, które ktoś z was przerabiał na studiach? Wiem, że słowo teoria, w kontekście mojego wpisu, dużo znaczy, ale jak polecicie książki warte uwagi, to na pewno je sprawdzę i wybiorę te interesujące. Sam nie potrafię zwęzić tego obszaru, ponieważ wszystko mnie fascynuje - matematyka (algorytmy), klasyczne problemy informatyczne, jak działa system operacyjny, jak działa komputer (na niższym poziomie), kryptografia, ...mógłbym tak wymieniać i wymieniać. A może ktoś jest w podobnej sytuacji (bez studiów, pracujący w tym zawodzie) i chce się podzielić doświadczeniem, radą? Zachęcam do wypowiedzi 
Edukacja; Pytanie troche bez sensu, ale kto wie może mi ktoś odpowie. Ile zajmuje przerobienie wam kursu z programowania video np. 30-godzinnego? Mówię tutaj o jakimś frameworku/języku, którego chcielibyście się nauczyć. Np. przerobienie kursu 30-godzinnego z reacta zakładając, że się ma 2 lata doświadczenia i zna javascripta, htmla i css. 
Edukacja; Który framewprkdo backendu dla początkującego polecacie? Django vs express.js vs Laravel 
Edukacja; dla początkującego lepiej nauczyć się node.js +express.js czy django? w którym z tych łatwiej i szybciej piszę się CRUDy i aplikacje real time typu chat albo jakaś prosta gra? w którym z tych jest więcej pracy? i niższy próg wejścia? 
Edukacja; Hej Chciałbym Was zapytać czego się uczycie ostatnimi czasy. Mam tu na myśli frameworki, narzędzia, technologii, techniki lub metody SD. Ja ostatnio jako .net developer uczę się Reacta, ponieważ widzę, że jest modny i stwierdziłem, że fajnie by było sprawdzić dlaczego jest taki cool :) Wrażenia na początku są pozytywne :) Jednak chciałbym wiedzieć czy ostatnio poznaliście coś interesującego, jeśli tak to proszę podzielcie się :)  Pozdro :) 
